0032880394/000010MASTER SISTEMAS AUTOMOTIVOS        CAXIAS DO           13661       672 PCHOJE      06:28     FATURADO                       X
0032880757/000010FORD MOTOR COMPANY BRASIL LT       CAJAMAR             15692        34 PCHOJE      06:30     PENDENTE
0032880392/000010MASTER SISTEMAS AUTOMOTIVOS        CAXIAS DO           12506       840 PCHOJE      06:30     FATURADO                       X
4100381380/000010SABO INDUSTRIA E COMERCIO DE       CAJAMAR             310       1.280 PCHOJE      06:35     FATURADO                       X
4100381380/001760SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76395       864 PCHOJE      06:55     FATURADO                       X
4100381380/001560SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65819       200 PCHOJE      08:07     FATURADO                       X
4100381380/001560SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65819       200 PCHOJE      08:07     FATURADO                       X
4100381380/001190SABO INDUSTRIA E COMERCIO DE       CAJAMAR             18458       230 PCHOJE      08:07     FATURADO                       X
4100381380/001160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             17840        90 PCHOJE      08:07     FATURADO                       X
4100381380/001160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             17840        90 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        32 PCHOJE      08:07     FATURADO                       X
4100381380/000510SABO INDUSTRIA E COMERCIO DE       CAJAMAR             12413        80 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001800SABO INDUSTRIA E COMERCIO DE       CAJAMAR             76404        50 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001590SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65880       100 PCHOJE      08:07     FATURADO                       X
4100381380/001560SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65819       200 PCHOJE      08:07     FATURADO                       X
4100381380/001560SABO INDUSTRIA E COMERCIO DE       CAJAMAR             65819       200 PCHOJE      08:07     FATURADO                       X
0032879882/000010VOLKSWAGEN DO BRASIL IND V A       SAO CARLOS          15998       960 PCHOJE      08:30     PENDENTE
0032879881/000010VOLKSWAGEN DO BRASIL IND V A       SAO CARLOS          15851     2.304 PCHOJE      08:30     PENDENTE
4100381916/000130SABO INDUSTRIA E COMERCIO DE       CAJAMAR             SA08040     216 PCHOJE      08:57     FATURADO                       X
4100381916/000130SABO INDUSTRIA E COMERCIO DE       CAJAMAR             SA08040     216 PCHOJE      08:57     FATURADO                       X
4100381323/000060SABO INDUSTRIA E COMERCIO DE       CAJAMAR             756290      100 PCHOJE      09:03     FATURADO                       X
4100381323/000060SABO INDUSTRIA E COMERCIO DE       CAJAMAR             756290      100 PCHOJE      09:03     FATURADO                       X
4100381323/000060SABO INDUSTRIA E COMERCIO DE       CAJAMAR             756290      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920       50 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920       52 PCHOJE      09:03     FATURADO                       X
4100381323/000160SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759920      100 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
4100381323/000210SABO INDUSTRIA E COMERCIO DE       CAJAMAR             759220       50 PCHOJE      09:03     FATURADO                       X
0032880642/000010TENNECO AUTOMOTIVE BRASIL LT       MOGI MIRIM          19963     7.200 PCHOJE      09:19     FATURADO                       X
0032880712/000010CNH INDUSTRIAL BRASIL LTDA         CURITIBA            10498       100 PCHOJE      09:20     FATURADO                       X
0032880630/000010CNH INDUSTRIAL BRASIL LTDA         SOROCABA            12026       460 PCHOJE      09:21     FATURADO                       X
0032880709/000010CNH INDUSTRIAL BRASIL LTDA         CURITIBA            12979       300 PCHOJE      09:21     FATURADO                       X
0032880852/000010EATON LTDA                         CAXIAS DO           11995       100 PCHOJE      09:22     FATURADO                       X
0032880731/000010DANA INDUSTRIAS LTDA               SOROCABA            13521       300 PCHOJE      09:23     FATURADO                       X
0032880800/000010GENERAL MOTORS DO BRASIL LTD       SOROCABA            15521       600 PCHOJE      09:25     FATURADO                       X
0032880797/000010GENERAL MOTORS DO BRASIL LTD       SOROCABA            15857       180 PCHOJE      09:25     FATURADO                       X
0032880804/000010GENERAL MOTORS DO BRASIL LTD       SOROCABA            17496     2.952 PCHOJE      09:26     FATURADO                       X
0032880489/000010MERCEDES-BENZ DO BRASIL LTDA       ITUPEVA             17371       646 PCHOJE      09:27     FATURADO                       X
0032880488/000010MERCEDES-BENZ DO BRASIL LTDA       ITUPEVA             12342       300 PCHOJE      09:28     FATURADO                       X
4100381380/000010SABO INDUSTRIA E COMERCIO DE       CAJAMAR             310       1.280 PCHOJE      09:31     FATURADO                       X
4100376932/002610SABO INDUSTRIA E COMERCIO DE       CAJAMAR             7338         24 PCHOJE      10:58     FATURADO                       X
4100376932/002610SABO INDUSTRIA E COMERCIO DE       CAJAMAR             7338         24 PCHOJE      10:58     FATURADO                       X
4100376932/002610SABO INDUSTRIA E COMERCIO DE       CAJAMAR             7338         24 PCHOJE      10:58     FATURADO                       X
